volatile acidity,citric acid,chlorides,density,pH,sulphates,alcohol,SugarFraction,Sulfur,Acidity,quality
1.04,0.08,0.067,0.99648,3.52,0.57,11.0,2.308124598587026,0.59375,1.903409090909091,4
0.98,0.05,0.061,0.99705,3.31,0.55,9.7,2.1062133293214984,0.40816326530612246,2.205438066465257,3
0.69,0.11,0.084,0.99578,2.88,0.47,9.7,1.4059330374179035,0.3333333333333333,3.4722222222222223,5
0.7,0.08,0.067,0.99334,3.43,0.52,12.6,3.7751424487083978,0.5,1.9533527696793003,5
0.35,0.6,0.073,0.99656,3.38,0.79,11.1,2.6089748735650637,0.5227272727272727,2.2485207100591715,6
0.6,0.08,0.071,0.99336,3.38,0.54,11.0,1.812031891761295,0.3111111111111111,1.8047337278106508,5
0.5,0.5,0.205,1.00242,3.16,0.75,8.8,13.766684623211827,0.5853658536585366,3.132911392405063,5
0.47,0.11,0.048,0.99182,3.54,0.88,13.5666666666667,2.2181444213667803,0.1797752808988764,1.4971751412429377,7
0.47,0.11,0.048,0.99182,3.54,0.88,13.6,2.2181444213667803,0.1797752808988764,1.4971751412429377,7
0.875,0.05,0.082,0.99808,3.4,0.52,10.2,5.710965052901571,0.21428571428571427,2.088235294117647,3
0.28,0.6,0.104,0.99828,3.39,0.68,10.6,3.0051688904916456,0.45454545454545453,2.4188790560471976,5
0.62,0.03,0.08,0.99498,3.66,0.62,10.1,1.5075679913164084,0.46153846153846156,1.530054644808743,4
0.58,0.54,0.114,0.99719,3.33,0.57,10.3,2.105917628536187,0.3333333333333333,2.1621621621621623,4
0.33,0.44,0.042,0.99542,3.35,0.61,10.7,1.5069016093709189,0.5,2.417910447761194,5
0.91,0.06,0.06,0.99592,3.53,0.64,10.9,2.0081934291910994,0.36363636363636365,1.9263456090651558,4
0.655,0.16,0.074,0.99606,3.37,0.55,9.7,2.108306728510331,0.32,2.0771513353115725,5
0.68,0.21,0.07,0.99546,3.38,0.6,10.3,2.1095774817672233,0.391304347826087,2.0118343195266273,5
0.64,0.05,0.066,0.99496,3.52,0.78,10.6,1.9096245075178901,0.5294117647058824,1.7045454545454546,5
0.54,0.04,0.049,0.9942,3.72,0.58,11.4,1.7099175216254274,0.38461538461538464,1.5053763440860213,5
0.57,0.1,0.048,0.99448,3.44,0.76,10.8,2.111656343013434,0.36363636363636365,1.802325581395349,6
0.22,0.49,0.039,0.99344,3.39,0.56,12.4,1.8118859719761637,0.4444444444444444,2.094395280235988,6
0.65,0.06,0.05,0.99348,3.57,0.54,11.95,1.610500463018883,0.3333333333333333,1.7366946778711485,5
0.54,0.26,0.089,0.99636,3.26,0.59,9.7,1.9069412662090006,0.1564625850340136,2.361963190184049,5
0.31,0.09,0.066,0.99459,3.42,0.7,10.0,1.407615198222383,0.5357142857142857,1.8713450292397662,7
0.43,0.02,0.08,0.99492,3.35,0.81,10.6,1.909701282515177,0.5357142857142857,2.08955223880597,6
0.74,0.03,0.054,0.99508,3.45,0.63,11.5,2.3113719499939704,0.4375,2.0,6
0.895,0.04,0.068,0.99582,3.53,0.58,10.8,2.3096543552047555,0.5384615384615384,1.8696883852691217,6
0.725,0.04,0.076,0.99508,3.26,0.53,9.6,1.5074164891265025,0.5333333333333333,2.3006134969325154,5
0.82,0.29,0.083,0.99642,3.16,0.53,9.4,4.315449308524518,0.328125,2.4683544303797467,5
0.585,0.18,0.078,0.99638,3.31,0.54,9.8,2.4087195648246653,0.25,2.205438066465257,5
0.44,0.39,0.077,0.99555,3.51,0.69,11.0,2.511174727537542,0.42857142857142855,1.7663817663817665,6
0.38,0.57,0.106,0.99605,3.36,0.55,11.4,2.30912102806084,0.4166666666666667,2.232142857142857,6
0.76,0.02,0.078,0.996,3.55,0.63,9.95,1.8072289156626506,0.5,1.887323943661972,3
0.81,0.05,0.07,0.99562,3.51,0.66,10.8,2.008798537594665,0.42857142857142855,1.9373219373219375,6
0.27,0.6,0.074,0.99814,3.38,0.72,10.6,2.103913278698379,0.68,2.100591715976331,6
0.18,0.4,0.062,0.9941,3.28,0.7,11.1,1.8106830298762702,0.35,2.408536585365854,5
0.36,0.21,0.047,0.99661,3.47,0.77,9.7,2.207483368619621,0.5416666666666666,1.8443804034582132,6
0.69,0.04,0.068,0.99712,3.44,0.67,9.8,2.1060654685494224,0.7037037037037037,2.063953488372093,5
0.79,0.04,0.061,0.99588,3.53,0.65,10.4,2.209101498172471,0.6470588235294118,1.813031161473088,6
0.56,0.15,0.078,0.99294,3.33,0.6,10.5,1.812798356396157,0.26153846153846155,1.921921921921922,6
0.84,0.21,0.074,0.99842,3.53,0.72,9.23333333333333,4.106488251437271,0.24615384615384617,1.9546742209631731,6
0.84,0.21,0.074,0.99842,3.53,0.72,9.25,4.106488251437271,0.24615384615384617,1.9546742209631731,6
0.32,0.25,0.071,0.99633,3.42,0.97,10.6,2.3084720925797675,0.39655172413793105,1.783625730994152,5
0.53,0.06,0.063,0.99489,3.38,0.83,10.3,2.0102724924363495,0.6590909090909091,1.9230769230769231,6
0.47,0.46,0.114,0.99647,3.32,0.63,10.5,2.2077935110941627,0.35,2.2289156626506026,5
0.7,0.08,0.106,0.99665,3.44,0.58,10.2,2.6087392765765314,0.5185185185185185,1.9186046511627906,5
0.48,0.2,0.082,0.99585,3.39,0.43,9.05,1.9079178591153285,0.391304347826087,2.0353982300884956,4
0.48,0.25,0.076,0.9953,3.34,0.6,10.4,2.009444388626545,0.47540983606557374,2.035928143712575,5
0.42,0.19,0.075,0.99522,3.39,0.78,10.0,2.0096059162798174,0.46808510638297873,1.7699115044247786,6
0.48,0.08,0.064,0.99552,3.33,0.64,9.7,2.109450337512054,0.5294117647058824,2.012012012012012,5
0.47,0.08,0.064,0.99553,3.3,0.65,9.6,2.2098781553544344,0.47368421052631576,2.0606060606060606,6
0.53,0.07,0.071,0.9951,3.29,0.66,10.8,1.708371017988142,0.625,2.1580547112462005,6
0.29,0.49,0.096,0.99714,3.31,0.67,10.1,2.2063100467336585,0.3559322033898305,2.3867069486404833,6
0.69,0.08,0.063,0.99608,3.42,0.6,10.2,2.1082643964340217,0.8076923076923077,2.0760233918128654,6
0.44,0.09,0.063,0.99444,3.42,0.69,11.3,2.2123003901693417,0.5,1.9298245614035088,6
0.705,0.1,0.081,0.99631,3.6,0.66,10.2,2.8103702662825825,0.4642857142857143,1.6944444444444442,5
0.53,0.13,0.058,0.99573,3.21,0.68,9.9,2.0085766221766943,0.8181818181818182,2.2429906542056077,6
0.39,0.3,0.074,0.99717,3.39,0.61,9.0,1.9053922600960718,0.38095238095238093,2.359882005899705,5
0.56,0.14,0.064,0.99397,3.42,0.62,11.7,2.4145597955672704,0.4482758620689655,1.9298245614035088,7
0.55,0.13,0.075,0.9959,3.36,0.59,9.7,2.209057134250427,0.42857142857142855,2.0833333333333335,6
0.53,0.08,0.077,0.99528,3.6,0.68,10.3,1.9090105297001847,0.5333333333333333,1.6944444444444442,6
0.58,0.08,0.059,0.99484,3.5,0.64,10.2,1.9098548510313216,0.6451612903225806,1.542857142857143,6
0.64,0.09,0.081,0.99538,3.57,0.63,12.0,2.511603608672065,0.5769230769230769,1.7366946778711485,5
0.39,0.32,0.065,0.99714,3.46,0.78,9.9,1.8051627655093567,0.5666666666666667,2.0809248554913298,5
0.52,0.08,0.071,0.99646,3.56,0.63,11.6,4.415631334925637,0.34375,1.7415730337078652,6
0.25,0.29,0.054,0.99666,3.4,0.76,10.9,2.2073726245660508,0.3877551020408163,2.1764705882352944,7
0.855,0.02,0.064,0.99472,3.3,0.56,10.75,1.9100852501206367,0.7631578947368421,2.0303030303030303,6
0.44,0.42,0.064,0.99758,3.25,0.57,10.4,2.2053369153351112,0.7368421052631579,3.4153846153846152,6
0.37,0.43,0.063,0.9955,3.17,0.81,11.2,2.310396785534907,0.631578947368421,2.6498422712933754,7
0.63,0.33,0.059,0.99531,3.36,0.64,10.1,1.808481779546071,0.5714285714285714,1.9345238095238095,6
0.57,0.02,0.072,0.99575,3.36,0.61,10.2,2.0085362791865427,0.6538461538461539,2.0833333333333335,5
0.6,0.1,0.048,0.99306,3.55,0.51,12.1,1.6111816003061246,0.46153846153846156,1.7746478873239437,5
0.4,0.5,0.099,0.99783,3.1,0.58,10.4,2.00434943828107,0.38,3.612903225806451,5
0.36,0.3,0.074,0.99419,3.24,0.7,11.4,1.8105191160643337,0.7083333333333334,2.2839506172839505,8
0.68,0.0,0.087,0.99783,3.45,0.53,9.5,2.30500185402323,0.6538461538461539,2.0579710144927534,5
0.67,0.0,0.083,0.99768,3.44,0.54,9.4,2.305348408307273,0.6666666666666666,2.063953488372093,5
0.68,0.01,0.103,0.99586,3.51,0.66,11.3,3.7153816801558457,0.5925925925925926,1.794871794871795,6
0.735,0.0,0.08,0.99765,3.41,0.6,9.4,2.2051821781185788,0.6428571428571429,2.1407624633431084,5
0.855,0.02,0.062,0.99627,3.54,0.6,11.0,2.408985515974585,0.6521739130434783,1.8644067796610169,6
0.56,0.17,0.065,0.99514,3.44,0.68,10.55,1.7083023494181722,0.625,2.0348837209302326,7
0.88,0.04,0.066,0.99636,3.53,0.56,9.9,2.208037255610422,0.6,1.8696883852691217,5
0.63,0.33,0.235,0.99787,3.22,0.56,9.5,6.714301462114303,0.5739130434782609,2.142857142857143,5
0.6,0.26,0.08,0.99622,3.21,0.52,9.9,2.00758868523017,0.2366412213740458,2.4299065420560746,5
0.695,0.13,0.076,0.99546,3.29,0.54,10.1,2.009121411206879,0.6,2.188449848024316,5
0.67,0.02,0.061,0.99489,3.39,0.82,10.9,1.909758867814532,0.6190476190476191,1.9764011799410028,6
0.16,0.64,0.059,0.99494,3.34,0.71,11.2,2.1106800410074977,0.46153846153846156,2.0059880239520957,6
0.56,0.13,0.077,0.99629,3.34,0.59,9.2,1.6059581045679472,0.5952380952380952,2.0958083832335332,5
0.51,0.14,0.056,0.99396,3.48,0.57,11.5,1.9115457362469315,0.4411764705882353,1.781609195402299,6
0.36,0.53,0.23,0.9934,3.37,0.93,12.4,2.2146164686933765,0.5428571428571428,1.8991097922848665,6
0.38,0.14,0.038,0.99514,3.44,0.65,11.1,2.2107442168941054,0.6,1.86046511627907,6
0.69,0.32,0.069,0.99632,3.33,0.51,9.5,2.2081259033242335,0.33653846153846156,2.1921921921921923,5
0.58,0.2,0.075,0.99467,3.58,0.67,12.5,2.4128605467139854,0.3,1.675977653631285,6
0.31,0.78,0.074,0.99677,3.39,0.48,10.5,13.945042487233765,0.25,1.6519174041297933,6
0.52,0.4,0.06,0.99474,3.26,0.64,11.8,2.211633190582464,0.6,2.3006134969325154,6
0.3,0.63,0.081,0.99588,3.3,0.78,10.8,1.6066192713981606,0.5517241379310345,2.4242424242424243,6
0.7,0.15,0.076,0.99622,3.54,0.6,11.9,5.119351147336933,0.48148148148148145,1.7514124293785311,6
0.67,0.15,0.118,0.9954,3.42,0.67,11.3,1.8083182640144666,0.65,1.9883040935672514,6
0.56,0.09,0.053,0.99402,3.54,0.6,11.3,1.7102271584072755,0.75,1.7514124293785311,5
0.35,0.33,0.068,0.9947,3.36,0.6,11.9,2.4127877752086055,0.34615384615384615,2.2023809523809526,6
0.715,0.1,0.053,0.99362,3.57,0.5,11.9,2.616694510980053,0.48148148148148145,1.7086834733893557,5
0.46,0.29,0.074,0.99578,3.33,0.62,9.8,2.1088995561268553,0.32653061224489793,1.8618618618618619,5
0.32,0.44,0.061,0.99484,3.29,0.8,11.6,2.4124482328816694,0.7058823529411765,2.0364741641337387,7
0.39,0.44,0.066,0.99494,3.3,0.84,11.5,2.613222907914045,0.4583333333333333,2.181818181818182,6
0.31,0.41,0.065,0.99492,3.34,0.85,11.4,2.4122542515981182,0.5666666666666667,2.245508982035928,6
0.61,0.11,0.066,0.99483,3.55,0.66,10.9,1.809354362051808,0.6428571428571429,1.6338028169014085,6
0.66,0.33,0.068,0.99414,3.27,0.78,12.8,2.5147363550405375,0.3333333333333333,2.2018348623853212,6
0.725,0.2,0.073,0.9977,3.29,0.54,9.2,7.817981357121378,0.3670886075949367,2.006079027355623,5
0.55,0.15,0.077,0.99314,3.32,0.82,11.6,1.8124332923857664,0.7428571428571429,1.8975903614457832,6
0.74,0.09,0.089,0.99402,3.67,0.56,11.6,1.7102271584072755,0.6153846153846154,1.471389645776567,6
0.51,0.13,0.076,0.99574,3.42,0.75,11.0,2.309839918050897,0.725,1.8421052631578947,6
0.62,0.08,0.068,0.99651,3.42,0.82,9.5,1.9066542232391044,0.7368421052631579,1.9883040935672514,6
0.6,0.08,0.09,0.9949,3.45,0.58,10.5,2.010252286661976,0.7272727272727273,1.7971014492753623,5
0.55,0.1,0.062,0.99512,3.52,0.76,11.2,2.2107886486051935,0.7647058823529411,1.6761363636363638,6
0.645,0.12,0.075,0.99547,3.57,0.71,10.2,2.0091012285654015,0.7272727272727273,1.6526610644257704,5
0.31,0.47,0.067,0.99549,3.39,0.66,11.0,3.616309556098002,0.42857142857142855,1.7699115044247786,6
